id,name,tournament_type,time_control,start_date,end_date,country,city,venue_name,latitude,longitude,max_players,entry_fee,currency,prize_fund,organizer_name,organizer_email,website,source_url,is_fide_rated
2106,HSL- / Michael Lembidakis muistoturnaus,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),FIN,Helsinki,Helsinki,60.18399340,24.95898710,,,EUR,,,,,https://www.shakkiliitto.fi/tapahtuma/hsl-michael-lembidakis-muistoturnaus/,true
2107,10. Chessence Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GER,,,43.25256820,-0.05258850,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-08%7C2025-08-10%7C10.%20Chessence%20Open%7C,true
2108,Late Shripad V Kamat Tarcar  & Late Anusuya S Kama,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IND,Panaji,Panaji,15.48622200,73.82391320,,,EUR,,,,,https://chess-results.com/tnr1222005.aspx?lan=0,true
2109,The Irish Championships 2025: Open Weekender,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IRL,Ennis,Ennis,,,,,EUR,,,,,http://www.icu.ie/events/1910,true
2110,The Irish Championships 2025: 50+/65+,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IRL,Ennis,Ennis,,,,,EUR,,,,,http://www.icu.ie/events/1911,true
2111,"Irish Championships 2025 Open Weekender, 35+, 50+, 65+",classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),IRL,Limerick,Limerick,,,,,EUR,,,,,http://www.icu.ie/events/2023,true
2112,Omegna Internation Chess Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,,,-23.21021230,-45.87645440,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-08%7C2025-08-10%7COMEGNA%20INTERNATION%20CHESS%20OPEN%7C,true
2113,Omegna Open - Lago D'orta International Chess Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Omegna,Omegna,,,,,EUR,,,,,https://chess-results.com/tnr1196982.aspx?lan=0,true
2114,Omegna International Chess Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Omegna,Omegna,,,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=4436,true
2115,OMEGNA CHESS OPEN  2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Omegna,Omegna,,,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/470342,true
2116,Omegna 2025 - International Chess Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Omegna,Omegna,,,,,EUR,,,,,https://vesus.org/tournament/JpNi1Bax,true
2117,Rīgas Šaha Federācijas Open Līdz 1800-III Posms-20,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),LAT,Riga,Riga,57.03408890,24.09758980,,,EUR,,,,,https://chess-results.com/tnr1206150.aspx?lan=0,true
2118,Omegna Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SUI,Mesocco,Mesocco,,,,,EUR,,,,,http://www.swisschesstour.com//redirect?p=omegna_open_3524463&id_lingua=1&name=Omegna%20Open&termin=08-10.08.2025,true
2119,Mostecký šachový festival,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SVK,most,most,,,,,EUR,,,,,https://www.sachovespravy.sk/turnaj.htm?Mostecký
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20šachový%20festival%7CMost%7C8.8.-10.8.2025%7C,true
2120,5th Uppsala Chess Festival - Weekend,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SWE,Uppsala,Uppsala,59.84611850,17.68283320,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=2751,true
2121,30th Annual Pacific Coast Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),USA,Irvine,Irvine,33.68569690,-117.82598100,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/517729,true
2122,7th SKG Open International Tournament 2025 | 8-14,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GRE,Thessaloniki,Thessaloniki,,,,,EUR,,,,,https://chess-results.com/tnr1187844.aspx?lan=0,true
2123,"7th International Chess OPEN SKG, Porto Palace Hotel",classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GRE,Thessaloniki,Thessaloniki,,,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=3530,true
2124,VIII TORNEO INTERNACIONAL JUGANDO CON LAS ESTRELLA,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Palma,Palma,9.29869000,-75.38634800,,,EUR,,,,,https://chess-results.com/tnr1144284.aspx?lan=0,true
2125,Torneo Internacional Jugando Con Las Estrellas - Isla De La Palma 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Palma,Palma,9.29869000,-75.38634800,,,EUR,,,,,https://ajedrezenmadrid.com/torneos/muestra/25080800,true
2126,Ajedrez Isla De La Palma,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Palma,Palma,9.29869000,-75.38634800,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=3225,true
2127,Summer Prague Open 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,,,11.41582950,-69.68315470,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-08%7C2025-08-16%7CSummer%20Prague%20Open%202025%7C,true
2128,FIDE OPEN Staré Město 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,,,11.41582950,-69.68315470,,,EUR,,,,,http://www.nss.cz/kalendar?showReleaseDate=2025-08&%7CNss.cz%7C2025-08-08%7C2025-08-16%7CFIDE%20OPEN%20Staré%20Město%202025,true
2129,12. Open Letní Praha 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,,,11.41582950,-69.68315470,,,EUR,,,,,http://www.nss.cz/kalendar?showReleaseDate=2025-08&eventList-paginator-page=2&%7CNss.cz%7C2025-08-08%7C2025-08-16%7C12.%20Open%20Letní%20Praha%202025,true
2130,Summer Prague Open 2025 - B,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Prague,Prague,50.04502510,14.28086350,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/493217,true
2131,12th Summer Prague Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Prague,Prague,50.04502510,14.28086350,,,EUR,,,,,http://calendar.avekont.cz/?2025-08-08%7C2025-08-16%7C12th%20Summer%20Prague%20Open%7CPrague%7C,true
2132,12th Prague Summer Open 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Prague,Prague,50.04502510,14.28086350,,,EUR,,,,,https://theweekinchess.com/chess-calendar/,true
2133,Summer Prague Open 2025 - A,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Praha,Praha,50.04502510,14.28086350,,,EUR,,,,,https://chess-results.com/tnr1135423.aspx?lan=0,true
2134,OPEN Stare Mesto 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Staré Město,Staré Město,,,,,EUR,,,,,https://www.fide.com/calendar/54565,true
2135,Summer Prague Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SUI,prague,prague,,,,,EUR,,,,,https://calendar.chessaround.com/tournament/view/415,true
2136,12.Open Letní Praha,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SVK,Praha,Praha,,,,,EUR,,,,,https://www.sachovespravy.sk/turnaj.htm?12.Open
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Letní%20Praha%7CPraha%7C8.8.-16.8.2025%7C,true
2137,22.FIDE Open Staré Město 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SVK,staré
                        mesto,staré
                        mesto,,,,,EUR,,,,,https://www.sachovespravy.sk/turnaj.htm?22.FIDE
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Open%20Staré%20Město%202025%7CStaré
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Město%7C8.8.-16.8.2025%7C,true
2138,18th Poti International Chess Festival Nana Aleksandria Cup - 2024,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GEO,,,44.47456450,8.88613130,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-08-08%7C2025-08-17%7C18th%20Poti%20International%20Chess%20Festival%20Nana%20Aleksandria%20Cup%20-%202024%7C,true
2139,18th  Poti International Chess Festival Nana Aleksandria Cup - 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GEO,Pot,Pot,-34.02235970,23.13592470,,,EUR,,,,,https://calendar.fide.com/calendar.php?id=3702,true
2140,18th Poti International Chess Festival N... Eksandria Cup - 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),GEO,Poti,Poti,8.46916700,-13.17555600,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/539228,true
2141,⭐20 o JUBILANO PRVENSTVO UDRUZENJA PENZIONERA GRAD,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BIH,,,44.30534760,17.59614670,,,EUR,,,,,https://chess-results.com/tnr1224211.aspx?lan=0,true
2142,RP - Mariópolis,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Curitiba,Curitiba,,,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/6322491329609728,true
2011,Club Argentino de Ajedrez- Blitz de los viernes 0,blitz,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Caba,Caba,-34.60151230,-58.37420220,,,EUR,,,,,https://chess-results.com/tnr1224381.aspx?lan=0,true
2012,IRT Ciudad de Comodoro Rivadavia,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Comodoro Rivadavia,Comodoro Rivadavia,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433379,true
2013,Abierto de Invierno Comodoro,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Comodoro Rivadavia,Comodoro Rivadavia,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433380,true
2014,Semifinal Campeonato Argentino Amateur 2025 - Sub-2000,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,Córdoba,Córdoba,-31.45918180,-64.34871820,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431585,true
2015,Baby Anconetany In Memorial 7ma Edicion - CIRCUITO AJEDRECISTICO DEL CENTRO DE ARGENTINA,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ARG,General Pico,General Pico,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431437,true
2016,OIT XADREZ -2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,,,44.69767780,7.85427070,,,EUR,,,,,https://chess-results.com/tnr1209398.aspx?lan=0,true
2017,4ºFestival Internacional De Catas Altas/MG | 6ºCar,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Catas Altas,Catas Altas,,,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/531886,true
2018,4o Festival Internacional De Catas Altas MG 4o Desafio BLZ,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,Catas Altas,Catas Altas,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=425350,true
2019,Mini Open RAPID FIDE CXSP 2025 27a Etapa,rapid,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BRA,São Paulo,São Paulo,-23.52977900,-46.39566800,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431495,true
2020,REGIONAL BIOBIO - FECHA 2 - VARONES JUVENIL,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CHI,"Centro Comunitario Peña Dorada, Arauco","Centro Comunitario Peña Dorada, Arauco",,,,,EUR,,,,,https://chess-results.com/tnr1224405.aspx?lan=0,true
2021,REGIONAL BIOBIO - FECHA 3 - VARONES SUB-14,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CHI,Coronel,Coronel,22.20683410,113.54696890,,,EUR,,,,,https://chess-results.com/tnr1224403.aspx?lan=0,true
2022,REGIONAL BIOBIO - FECHA 3 - DAMAS SUB-14,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CHI,Coronel,Coronel,22.20683410,113.54696890,,,EUR,,,,,https://chess-results.com/tnr1224402.aspx?lan=0,true
2023,REGIONAL BIOBIO - FECHA 3 - DAMAS JUVENIL,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CHI,Coronel,Coronel,22.20683410,113.54696890,,,EUR,,,,,https://chess-results.com/tnr1224404.aspx?lan=0,true
2024,Campeonato Nacional por Equipos Clasico 2025,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRC,San José,San José,-0.00225360,-79.39265680,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=423613,true
2025,"30. OBLJETNICA VRO ""OLUJA"",  8. Kolovoza U 18:30 S",classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CRO,Zagreb,Zagreb,45.78069630,16.00359670,,,EUR,,,,,https://chess-results.com/tnr1215546.aspx?lan=0,true
2026,"Mostecký šachový Festival 2025, Uzavřený Blitz Tur",blitz,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Most,Most,,,,,EUR,,,,,https://chess-results.com/tnr1219023.aspx?lan=0,true
2027,SUMMER PRAGUE OPEN 2025 - B - FIDE Open,classical,,Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Fri Aug 08 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),CZE,Praha,Praha,50.04502510,14.28086350,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=427983,true
2761,Brussels Open Fall  2025 Rounds 1-3,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),BEL,Brussels,Brussels,50.86626780,4.34908270,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=431199,true
2762,Wiltshire 5 Minute Championship,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ENG,Kington,Kington,52.20291560,-3.02887800,,,EUR,,,,,https://www.englishchess.org.uk/event/wiltshire-5-minute-championship/,true
2763,Internacional Villa de Ibi,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,,,41.00836430,-8.63941110,,,EUR,,,,,http://www.ajedreznd.com/?Internacional%20Villa%20de%20Ibi%7Chttp://www.ajedreznd.com/2025/ibi.pdf,true
2764,IRT SUB 1800 ECUATRO,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ESP,Alicante,Alicante,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=429819,true
2765,OP 4 BLITZ MORPHY MILANO,blitz,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Milano,Milano,45.56429870,9.04942440,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=433073,true
2766,Iv Lampo Elo Blitz Fide,blitz,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),ITA,Milano,Milano,45.56429870,9.04942440,,,EUR,,,,,https://www.federscacchi.com/?id=IV+Lampo+Elo+Blitz+FIDE&2025-09-08&2025-09-08,true
2767,Bank Windhoek 2025 Namibia Open - Women Section,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),NAM,Windhoek,Windhoek,-22.58870170,17.07944210,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428569,true
2768,Bank Windhoek 2025 Namibia Open,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),NAM,Windhoek,Windhoek,-22.58870170,17.07944210,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=428568,true
2769,Lillestrom-Klubbmesterskap-2025 R 1-2,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),NOR,Lillestrøm,Lillestrøm,60.01030900,11.04856700,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=432851,true
2770,SMM 2025 3. Liga Round 7,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SUI,Athina,Athina,37.97644110,23.75137840,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430556,true
2771,SMM 2025 2. Liga Round 7,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SUI,Athina,Athina,37.97644110,23.75137840,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430554,true
2772,SSS Pontresina,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),SUI,Pontresina,Pontresina,,,,,EUR,,,,,https://ratings.fide.com/tournament_information.phtml?event=430547,true
2773,БЕЛАЯ ЛАДЬЯ-2025 1 ЛИГА ДЕВОЧКИ (8-9 ФЕВРАЛЯ 2025 ПАВЛОДАР),classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),KAZ,Pavlodar,Pavlodar,53.00188570,76.27996450,,,EUR,,,,,https://www.worldchesscalendar.com/tournament/506050,true
2774,ISP Chess Tournement,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),MAS,Kuala Lumpur,Kuala Lumpur,3.11299610,101.72277170,,,EUR,,,,,https://www.chessmanager.com/en-us/tournaments/6185810488197120,true
2775,31.Linzer Stadtmeisterschaft,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),AUT,,,-36.85298710,174.76642000,,,EUR,,,,,https://chess-results.com/Kalender.aspx?lan=4&%7CChessResults.Com%7C2025-09-08%7C2025-09-13%7C31.Linzer%20Stadtmeisterschaft%7C,true
2776,31.Linzer Stadtmeisterschaft 2025,classical,,Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),Sat Aug 09 2025 00:00:00 GMT+0200 (Mitteleuropäische Sommerzeit),AUT,vh harbach; 4040 linz-urfahr; im bachlfeld 31,vh harbach; 4040 linz-urfahr; im bachlfeld 31,,,,,EUR,,,,,https://chess-results.com/tnr1192016.aspx?lan=0,true
